country,brand_name,months_postgx,n_gxs
COUNTRY_PHARMACY_ID,AI-0671,11,1.0
COUNTRY_PHARMACY_ID,AI-0672,0,1.0
COUNTRY_PHARMACY_ID,AI-0672,1,1.0
COUNTRY_PHARMACY_ID,AI-0672,2,1.0
COUNTRY_PHARMACY_ID,AI-0672,3,1.0
COUNTRY_PHARMACY_ID,AI-0672,4,1.0
COUNTRY_PHARMACY_ID,AI-0672,5,1.0
COUNTRY_PHARMACY_ID,AI-0672,6,1.0
COUNTRY_PHARMACY_ID,AI-0672,7,1.0
COUNTRY_PHARMACY_ID,AI-0672,8,1.0
COUNTRY_PHARMACY_ID,AI-0672,9,1.0
COUNTRY_PHARMACY_ID,AI-0672,10,1.0
COUNTRY_PHARMACY_ID,AI-0672,11,1.0
COUNTRY_PHARMACY_ID,AI-0676,0,1.0
COUNTRY_PHARMACY_ID,AI-0676,1,1.0
COUNTRY_PHARMACY_ID,AI-0679,0,1.0
COUNTRY_PHARMACY_ID,AI-0679,1,1.0
COUNTRY_PHARMACY_ID,AI-0679,2,1.0
COUNTRY_PHARMACY_ID,AI-0679,3,1.0
COUNTRY_PHARMACY_ID,AI-0679,4,1.0
COUNTRY_PHARMACY_ID,AI-0679,5,1.0
COUNTRY_PHARMACY_ID,AI-0679,6,1.0
COUNTRY_PHARMACY_ID,AI-0686,0,1.0
COUNTRY_PHARMACY_ID,AI-0686,1,1.0
COUNTRY_PHARMACY_ID,AI-0687,0,1.0
COUNTRY_PHARMACY_ID,AI-0687,1,1.0
COUNTRY_PHARMACY_ID,AI-0687,2,1.0
COUNTRY_PHARMACY_ID,AI-0687,3,1.0
COUNTRY_PHARMACY_ID,AI-0688,0,1.0
COUNTRY_PHARMACY_ID,AI-0688,1,1.0
COUNTRY_PHARMACY_ID,AI-0688,2,1.0
COUNTRY_PHARMACY_ID,AI-0688,3,1.0
COUNTRY_PHARMACY_ID,AI-0688,4,1.0
COUNTRY_PHARMACY_ID,AI-0688,5,1.0
COUNTRY_PHARMACY_ID,AI-0688,6,1.0
COUNTRY_PHARMACY_ID,AI-0688,7,1.0
COUNTRY_PHARMACY_ID,AI-0688,8,1.0
COUNTRY_PHARMACY_ID,AI-0688,9,1.0
COUNTRY_PHARMACY_ID,AI-0688,10,1.0
COUNTRY_PHARMACY_ID,AI-0688,11,1.0
COUNTRY_PHARMACY_ID,AI-0689,0,1.0
COUNTRY_PHARMACY_ID,AI-0689,1,1.0
COUNTRY_PHARMACY_ID,AI-0689,2,1.0
COUNTRY_PHARMACY_ID,AI-0689,3,1.0
COUNTRY_PHARMACY_ID,AI-0689,4,1.0
COUNTRY_PHARMACY_ID,AI-0692,0,1.0
COUNTRY_PHARMACY_ID,AI-0692,1,1.0
COUNTRY_PHARMACY_ID,AI-0692,2,1.0
COUNTRY_PHARMACY_ID,AI-0692,3,1.0
COUNTRY_PHARMACY_ID,AI-0692,4,1.0
COUNTRY_PHARMACY_ID,AI-0692,5,1.0
COUNTRY_PHARMACY_ID,AI-0692,6,1.0
COUNTRY_PHARMACY_ID,AI-0692,7,1.0
COUNTRY_PHARMACY_ID,AI-0692,8,1.0
COUNTRY_PHARMACY_ID,AI-0692,9,1.0
COUNTRY_PHARMACY_ID,AI-0693,0,1.0
COUNTRY_PHARMACY_ID,AI-0693,1,1.0
COUNTRY_PHARMACY_ID,AI-0693,2,1.0
COUNTRY_PHARMACY_ID,AI-0693,3,1.0
COUNTRY_PHARMACY_ID,AI-0693,4,1.0
COUNTRY_PHARMACY_ID,AI-0693,5,1.0
COUNTRY_PHARMACY_ID,AI-0693,6,1.0
COUNTRY_PHARMACY_ID,AI-0693,7,1.0
COUNTRY_PHARMACY_ID,AI-0693,8,1.0
COUNTRY_PHARMACY_ID,AI-0693,9,1.0
COUNTRY_PHARMACY_ID,AI-0694,0,1.0
COUNTRY_PHARMACY_ID,AI-0694,1,1.0
COUNTRY_PHARMACY_ID,AI-0694,2,1.0
COUNTRY_PHARMACY_ID,AI-0694,3,1.0
COUNTRY_PHARMACY_ID,AI-0694,4,1.0
COUNTRY_PHARMACY_ID,AI-0694,5,1.0
COUNTRY_PHARMACY_ID,AI-0694,6,1.0
COUNTRY_PHARMACY_ID,AI-0694,7,1.0
COUNTRY_PHARMACY_ID,AI-0694,8,1.0
COUNTRY_PHARMACY_ID,AI-0694,9,1.0
COUNTRY_PHARMACY_ID,AI-0694,10,1.0
COUNTRY_PHARMACY_ID,AI-0695,0,1.0
COUNTRY_PHARMACY_ID,AI-0695,1,1.0
COUNTRY_PHARMACY_ID,AI-0695,2,1.0
COUNTRY_PHARMACY_ID,AI-0695,3,1.0
COUNTRY_PHARMACY_ID,AI-0695,4,1.0
COUNTRY_PHARMACY_ID,AI-0695,5,1.0
COUNTRY_PHARMACY_ID,AI-0695,6,1.0
COUNTRY_PHARMACY_ID,AI-0695,7,1.0
COUNTRY_PHARMACY_ID,AI-0695,8,1.0
COUNTRY_PHARMACY_ID,AI-0695,9,1.0
COUNTRY_PHARMACY_ID,AI-0695,10,1.0
COUNTRY_PHARMACY_ID,AI-0695,11,1.0
COUNTRY_PHARMACY_ID,AI-0700,0,1.0
COUNTRY_PHARMACY_ID,AI-0700,1,1.0
COUNTRY_PHARMACY_ID,AI-0700,2,1.0
COUNTRY_PHARMACY_ID,AI-0700,3,1.0
COUNTRY_PHARMACY_ID,AI-0700,4,1.0
COUNTRY_PHARMACY_ID,AI-0700,5,1.0
COUNTRY_PHARMACY_ID,AI-0700,6,1.0
COUNTRY_PHARMACY_ID,AI-0701,0,1.0
COUNTRY_PHARMACY_ID,AI-0701,1,1.0
COUNTRY_PHARMACY_ID,AI-0701,2,1.0
COUNTRY_PHARMACY_ID,AI-0701,3,1.0
COUNTRY_PHARMACY_ID,AI-0701,4,1.0
COUNTRY_PHARMACY_ID,AI-0701,5,1.0
COUNTRY_PHARMACY_ID,AI-0701,6,1.0
COUNTRY_PHARMACY_ID,AI-0701,7,1.0
COUNTRY_PHARMACY_ID,AI-0701,8,1.0
COUNTRY_PHARMACY_ID,AI-0701,9,1.0
COUNTRY_PHARMACY_ID,AI-0703,0,1.0
COUNTRY_PHARMACY_ID,AI-0703,1,1.0
COUNTRY_PHARMACY_ID,AI-0703,2,1.0
COUNTRY_PHARMACY_ID,AI-0703,3,1.0
COUNTRY_PHARMACY_ID,AI-0703,4,1.0
COUNTRY_PHARMACY_ID,AI-0703,5,1.0
COUNTRY_PHARMACY_ID,AI-0703,6,1.0
COUNTRY_PHARMACY_ID,AI-0703,7,1.0
COUNTRY_PHARMACY_ID,AI-0703,8,1.0
COUNTRY_PHARMACY_ID,AI-0703,9,1.0
COUNTRY_PHARMACY_ID,AI-0703,10,1.0
COUNTRY_PHARMACY_ID,AI-0703,11,1.0
COUNTRY_PHARMACY_ID,AI-0704,0,1.0
COUNTRY_PHARMACY_ID,AI-0704,1,1.0
COUNTRY_PHARMACY_ID,AI-0704,2,1.0
COUNTRY_PHARMACY_ID,AI-0705,0,1.0
COUNTRY_PHARMACY_ID,AI-0705,1,1.0
COUNTRY_PHARMACY_ID,AI-0705,2,1.0
COUNTRY_PHARMACY_ID,AI-0705,3,1.0
COUNTRY_PHARMACY_ID,AI-0705,4,1.0
COUNTRY_PHARMACY_ID,AI-0705,5,1.0
COUNTRY_PHARMACY_ID,AI-0705,6,1.0
COUNTRY_PHARMACY_ID,AI-0705,7,1.0
COUNTRY_PHARMACY_ID,AI-0709,0,1.0
COUNTRY_PHARMACY_ID,AI-0709,1,1.0
COUNTRY_PHARMACY_ID,AI-0709,2,1.0
COUNTRY_PHARMACY_ID,AI-0709,3,1.0
COUNTRY_PHARMACY_ID,AI-0710,0,1.0
COUNTRY_PHARMACY_ID,AI-0710,1,1.0
COUNTRY_PHARMACY_ID,AI-0710,2,1.0
COUNTRY_PHARMACY_ID,AI-0710,3,1.0
COUNTRY_PHARMACY_ID,AI-0710,4,1.0
COUNTRY_PHARMACY_ID,AI-0710,5,1.0
COUNTRY_PHARMACY_ID,AI-0710,6,1.0
COUNTRY_PHARMACY_ID,AI-0710,7,1.0
COUNTRY_PHARMACY_ID,AI-0710,8,1.0
COUNTRY_PHARMACY_ID,AI-0711,0,1.0
COUNTRY_PHARMACY_ID,AI-0711,1,1.0
COUNTRY_PHARMACY_ID,AI-0711,2,1.0
COUNTRY_PHARMACY_ID,AI-0711,3,1.0
COUNTRY_PHARMACY_ID,AI-0711,4,1.0
COUNTRY_PHARMACY_ID,AI-0711,5,1.0
COUNTRY_PHARMACY_ID,AI-0711,6,1.0
COUNTRY_PHARMACY_ID,AI-0711,7,1.0
COUNTRY_PHARMACY_ID,AI-0711,8,1.0
COUNTRY_PHARMACY_ID,AI-0711,9,1.0
COUNTRY_PHARMACY_ID,AI-0711,10,1.0
COUNTRY_PHARMACY_ID,AI-0712,0,1.0
COUNTRY_PHARMACY_ID,AI-0712,1,1.0
COUNTRY_PHARMACY_ID,AI-0712,2,1.0
COUNTRY_PHARMACY_ID,AI-0712,3,1.0
COUNTRY_PHARMACY_ID,AI-0712,4,1.0
COUNTRY_PHARMACY_ID,AI-0712,5,1.0
COUNTRY_PHARMACY_ID,AI-0715,0,1.0
COUNTRY_PHARMACY_ID,AI-0715,1,1.0
COUNTRY_PHARMACY_ID,AI-0715,2,1.0
COUNTRY_PHARMACY_ID,AI-0715,3,1.0
COUNTRY_PHARMACY_ID,AI-0715,4,1.0
COUNTRY_PHARMACY_ID,AI-0715,5,1.0
COUNTRY_PHARMACY_ID,AI-0715,6,1.0
COUNTRY_PHARMACY_ID,AI-0715,7,1.0
COUNTRY_PHARMACY_ID,AI-0715,8,1.0
COUNTRY_PHARMACY_ID,AI-0715,9,1.0
COUNTRY_PHARMACY_ID,AI-0715,10,1.0
COUNTRY_PHARMACY_ID,AI-0717,0,1.0
COUNTRY_PHARMACY_ID,AI-0717,1,1.0
COUNTRY_PHARMACY_ID,AI-0717,2,1.0
COUNTRY_PHARMACY_ID,AI-0717,3,1.0
COUNTRY_PHARMACY_ID,AI-0717,4,1.0
COUNTRY_PHARMACY_ID,AI-0717,5,1.0
COUNTRY_PHARMACY_ID,AI-0717,6,1.0
COUNTRY_PHARMACY_ID,AI-0717,7,1.0
COUNTRY_PHARMACY_ID,AI-0717,8,1.0
COUNTRY_PHARMACY_ID,AI-0717,9,1.0
COUNTRY_PHARMACY_ID,AI-0717,10,1.0
COUNTRY_PHARMACY_ID,AI-0717,11,1.0
COUNTRY_PHARMACY_ID,AI-0718,0,1.0
COUNTRY_PHARMACY_ID,AI-0718,1,1.0
COUNTRY_PHARMACY_ID,AI-0718,2,1.0
COUNTRY_PHARMACY_ID,AI-0718,3,1.0
COUNTRY_PHARMACY_ID,AI-0718,4,1.0
COUNTRY_PHARMACY_ID,AI-0718,5,1.0
COUNTRY_PHARMACY_ID,AI-0718,6,1.0
COUNTRY_PHARMACY_ID,AI-0718,7,1.0
COUNTRY_PHARMACY_ID,AI-0718,8,1.0
COUNTRY_PHARMACY_ID,AI-0718,9,1.0
COUNTRY_PHARMACY_ID,AI-0718,10,1.0
COUNTRY_PHARMACY_ID,AI-0718,11,1.0
COUNTRY_PHARMACY_ID,AI-0719,0,1.0
COUNTRY_PHARMACY_ID,AI-0719,1,1.0
COUNTRY_PHARMACY_ID,AI-0719,2,1.0
COUNTRY_PHARMACY_ID,AI-0719,3,1.0
COUNTRY_PHARMACY_ID,AI-0719,4,1.0
COUNTRY_PHARMACY_ID,AI-0719,5,1.0
COUNTRY_PHARMACY_ID,AI-0719,6,1.0
COUNTRY_PHARMACY_ID,AI-0719,7,1.0
COUNTRY_PHARMACY_ID,AI-0719,8,1.0
COUNTRY_PHARMACY_ID,AI-0719,9,1.0
COUNTRY_PHARMACY_ID,AI-0719,10,1.0
COUNTRY_PHARMACY_ID,AI-0719,11,1.0
COUNTRY_PHARMACY_ID,AI-0720,0,1.0
COUNTRY_PHARMACY_ID,AI-0720,1,1.0
COUNTRY_PHARMACY_ID,AI-0720,2,1.0
COUNTRY_PHARMACY_ID,AI-0720,3,1.0
COUNTRY_PHARMACY_ID,AI-0720,4,1.0
COUNTRY_PHARMACY_ID,AI-0720,5,1.0
COUNTRY_PHARMACY_ID,AI-0720,6,1.0
COUNTRY_PHARMACY_ID,AI-0720,7,1.0
COUNTRY_PHARMACY_ID,AI-0720,8,1.0
COUNTRY_PHARMACY_ID,AI-0720,9,1.0
COUNTRY_PHARMACY_ID,AI-0721,0,1.0
COUNTRY_PHARMACY_ID,AI-0721,1,1.0
COUNTRY_PHARMACY_ID,AI-0721,2,1.0
COUNTRY_PHARMACY_ID,AI-0721,3,1.0
COUNTRY_PHARMACY_ID,AI-0721,4,1.0
COUNTRY_PHARMACY_ID,AI-0721,5,1.0
COUNTRY_PHARMACY_ID,AI-0721,6,1.0
COUNTRY_PHARMACY_ID,AI-0721,7,1.0
COUNTRY_PHARMACY_ID,AI-0721,8,1.0
COUNTRY_PHARMACY_ID,AI-0721,9,1.0
COUNTRY_PHARMACY_ID,AI-0722,0,1.0
COUNTRY_PHARMACY_ID,AI-0722,1,1.0
COUNTRY_PHARMACY_ID,AI-0722,2,1.0
COUNTRY_PHARMACY_ID,AI-0722,3,1.0
COUNTRY_PHARMACY_ID,AI-0722,4,1.0
COUNTRY_PHARMACY_ID,AI-0722,5,1.0
COUNTRY_PHARMACY_ID,AI-0722,6,1.0
COUNTRY_PHARMACY_ID,AI-0722,7,1.0
COUNTRY_PHARMACY_ID,AI-0722,8,1.0
COUNTRY_PHARMACY_ID,AI-0722,9,1.0
COUNTRY_PHARMACY_ID,AI-0722,10,1.0
COUNTRY_PHARMACY_ID,AI-0725,0,1.0
COUNTRY_PHARMACY_ID,AI-0725,1,1.0
COUNTRY_PHARMACY_ID,AI-0725,2,1.0
COUNTRY_PHARMACY_ID,AI-0725,3,1.0
COUNTRY_PHARMACY_ID,AI-0725,4,1.0
COUNTRY_PHARMACY_ID,AI-0725,5,1.0
COUNTRY_PHARMACY_ID,AI-0725,6,1.0
COUNTRY_PHARMACY_ID,AI-0725,7,1.0
COUNTRY_PHARMACY_ID,AI-0725,8,1.0
COUNTRY_PHARMACY_ID,AI-0725,9,1.0
COUNTRY_PHARMACY_ID,AI-0725,10,1.0
COUNTRY_PHARMACY_ID,AI-0725,11,1.0
COUNTRY_PHARMACY_ID,AI-0726,0,1.0
COUNTRY_PHARMACY_ID,AI-0726,1,1.0
COUNTRY_PHARMACY_ID,AI-0726,2,1.0
COUNTRY_PHARMACY_ID,AI-0726,3,1.0
COUNTRY_PHARMACY_ID,AI-0726,4,1.0
COUNTRY_PHARMACY_ID,AI-0726,5,1.0
COUNTRY_PHARMACY_ID,AI-0726,6,1.0
COUNTRY_PHARMACY_ID,AI-0726,7,1.0
COUNTRY_PHARMACY_ID,AI-0726,8,1.0
COUNTRY_PHARMACY_ID,AI-0726,9,1.0
COUNTRY_PHARMACY_ID,AI-0726,10,1.0
COUNTRY_PHARMACY_ID,AI-0727,0,1.0
COUNTRY_PHARMACY_ID,AI-0727,1,1.0
COUNTRY_PHARMACY_ID,AI-0727,2,1.0
COUNTRY_PHARMACY_ID,AI-0727,3,1.0
COUNTRY_PHARMACY_ID,AI-0727,4,1.0
COUNTRY_PHARMACY_ID,AI-0727,5,1.0
COUNTRY_PHARMACY_ID,AI-0727,6,1.0
COUNTRY_PHARMACY_ID,AI-0727,7,1.0
COUNTRY_PHARMACY_ID,AI-0727,8,1.0
COUNTRY_PHARMACY_ID,AI-0727,9,1.0
COUNTRY_PHARMACY_ID,AI-0727,10,1.0
COUNTRY_PHARMACY_ID,AI-0727,11,1.0
COUNTRY_PHARMACY_ID,AI-0737,0,1.0
COUNTRY_PHARMACY_ID,AI-0737,1,1.0
COUNTRY_PHARMACY_ID,AI-0737,2,1.0
COUNTRY_PHARMACY_ID,AI-0737,3,1.0
COUNTRY_PHARMACY_ID,AI-0737,4,1.0
COUNTRY_PHARMACY_ID,AI-0737,5,1.0
COUNTRY_PHARMACY_ID,AI-0737,6,1.0
COUNTRY_PHARMACY_ID,AI-0737,7,1.0
COUNTRY_PHARMACY_ID,AI-0737,8,1.0
COUNTRY_PHARMACY_ID,AI-0737,9,1.0
COUNTRY_PHARMACY_ID,AI-0737,10,1.0
COUNTRY_PHARMACY_ID,AI-0738,0,1.0
COUNTRY_PHARMACY_ID,AI-0738,1,1.0
COUNTRY_PHARMACY_ID,AI-0738,2,1.0
COUNTRY_PHARMACY_ID,AI-0738,3,1.0
COUNTRY_PHARMACY_ID,AI-0738,4,1.0
COUNTRY_PHARMACY_ID,AI-0738,5,1.0
COUNTRY_PHARMACY_ID,AI-0738,6,1.0
COUNTRY_PHARMACY_ID,AI-0738,7,1.0
COUNTRY_PHARMACY_ID,AI-0738,8,1.0
COUNTRY_PHARMACY_ID,AI-0738,9,1.0
COUNTRY_PHARMACY_ID,AI-0738,10,1.0
COUNTRY_PHARMACY_ID,AI-0739,0,1.0
COUNTRY_PHARMACY_ID,AI-0739,1,1.0
COUNTRY_PHARMACY_ID,AI-0739,2,1.0
COUNTRY_PHARMACY_ID,AI-0739,3,1.0
COUNTRY_PHARMACY_ID,AI-0739,4,1.0
COUNTRY_PHARMACY_ID,AI-0739,5,1.0
COUNTRY_PHARMACY_ID,AI-0739,6,1.0
COUNTRY_PHARMACY_ID,AI-0739,7,1.0
COUNTRY_PHARMACY_ID,AI-0739,8,1.0
COUNTRY_PHARMACY_ID,AI-0739,9,1.0
COUNTRY_PHARMACY_ID,AI-0739,10,1.0
COUNTRY_PHARMACY_ID,AI-0740,0,1.0
COUNTRY_PHARMACY_ID,AI-0740,1,1.0
COUNTRY_PHARMACY_ID,AI-0740,2,1.0
COUNTRY_PHARMACY_ID,AI-0740,3,1.0
COUNTRY_PHARMACY_ID,AI-0740,4,1.0
COUNTRY_PHARMACY_ID,AI-0740,5,1.0
COUNTRY_PHARMACY_ID,AI-0740,6,1.0
COUNTRY_PHARMACY_ID,AI-0740,7,1.0
COUNTRY_PHARMACY_ID,AI-0740,8,1.0
COUNTRY_PHARMACY_ID,AI-0740,9,1.0
COUNTRY_PHARMACY_ID,AI-0740,10,1.0
COUNTRY_PHARMACY_ID,AI-0740,11,1.0
COUNTRY_PHARMACY_ID,AI-0742,0,1.0
COUNTRY_PHARMACY_ID,AI-0742,1,1.0
COUNTRY_PHARMACY_ID,AI-0742,2,1.0
COUNTRY_PHARMACY_ID,AI-0742,3,1.0
COUNTRY_PHARMACY_ID,AI-0742,4,1.0
COUNTRY_PHARMACY_ID,AI-0742,5,1.0
COUNTRY_PHARMACY_ID,AI-0742,6,1.0
COUNTRY_PHARMACY_ID,AI-0742,7,1.0
COUNTRY_PHARMACY_ID,AI-0742,8,1.0
COUNTRY_PHARMACY_ID,AI-0742,9,1.0
COUNTRY_PHARMACY_ID,AI-0742,10,1.0
COUNTRY_PHARMACY_ID,AI-0742,11,1.0
COUNTRY_PHARMACY_ID,AI-0744,0,1.0
COUNTRY_PHARMACY_ID,AI-0744,1,1.0
COUNTRY_PHARMACY_ID,AI-0744,2,1.0
COUNTRY_PHARMACY_ID,AI-0744,3,1.0
COUNTRY_PHARMACY_ID,AI-0744,4,1.0
COUNTRY_PHARMACY_ID,AI-0744,5,1.0
COUNTRY_PHARMACY_ID,AI-0744,6,1.0
COUNTRY_PHARMACY_ID,AI-0744,7,1.0
COUNTRY_PHARMACY_ID,AI-0744,8,1.0
COUNTRY_PHARMACY_ID,AI-0744,9,1.0
COUNTRY_PHARMACY_ID,AI-0744,10,1.0
COUNTRY_PHARMACY_ID,AI-0744,11,1.0
COUNTRY_PHARMACY_ID,AI-0746,0,1.0
COUNTRY_PHARMACY_ID,AI-0746,1,1.0
COUNTRY_PHARMACY_ID,AI-0746,2,1.0
COUNTRY_PHARMACY_ID,AI-0746,3,1.0
COUNTRY_PHARMACY_ID,AI-0746,4,1.0
COUNTRY_PHARMACY_ID,AI-0746,5,1.0
COUNTRY_PHARMACY_ID,AI-0746,6,1.0
COUNTRY_PHARMACY_ID,AI-0746,7,1.0
COUNTRY_PHARMACY_ID,AI-0746,8,1.0
COUNTRY_PHARMACY_ID,AI-0746,9,1.0
COUNTRY_PHARMACY_ID,AI-0748,0,1.0
COUNTRY_PHARMACY_ID,AI-0748,1,1.0
COUNTRY_PHARMACY_ID,AI-0748,2,1.0
COUNTRY_PHARMACY_ID,AI-0748,3,1.0
COUNTRY_PHARMACY_ID,AI-0748,4,1.0
COUNTRY_PHARMACY_ID,AI-0748,5,1.0
COUNTRY_PHARMACY_ID,AI-0748,6,1.0
COUNTRY_PHARMACY_ID,AI-0748,7,1.0
COUNTRY_PHARMACY_ID,AI-0748,8,1.0
COUNTRY_PHARMACY_ID,AI-0758,0,1.0
COUNTRY_PHARMACY_ID,AI-0758,1,1.0
COUNTRY_PHARMACY_ID,AI-0758,2,1.0
COUNTRY_PHARMACY_ID,AI-0758,3,1.0
COUNTRY_PHARMACY_ID,AI-0758,4,1.0
COUNTRY_PHARMACY_ID,AI-0758,5,1.0
COUNTRY_PHARMACY_ID,AI-0758,6,1.0
COUNTRY_PHARMACY_ID,AI-0758,7,1.0
COUNTRY_PHARMACY_ID,AI-0758,8,1.0
COUNTRY_PHARMACY_ID,AI-0758,9,1.0
COUNTRY_PHARMACY_ID,AI-0758,10,1.0
COUNTRY_PHARMACY_ID,AI-0758,11,1.0
COUNTRY_PHARMACY_ID,AI-0760,0,1.0
COUNTRY_PHARMACY_ID,AI-0760,1,1.0
COUNTRY_PHARMACY_ID,AI-0760,2,1.0
COUNTRY_PHARMACY_ID,AI-0760,3,1.0
COUNTRY_PHARMACY_ID,AI-0760,4,1.0
COUNTRY_PHARMACY_ID,AI-0760,5,1.0
COUNTRY_PHARMACY_ID,AI-0760,6,1.0
COUNTRY_PHARMACY_ID,AI-0760,7,1.0
COUNTRY_PHARMACY_ID,AI-0760,8,1.0
COUNTRY_PHARMACY_ID,AI-0760,9,1.0
COUNTRY_PHARMACY_ID,AI-0760,10,1.0
COUNTRY_PHARMACY_ID,AI-0760,11,1.0
COUNTRY_PHARMACY_ID,AI-0763,0,1.0
COUNTRY_PHARMACY_ID,AI-0763,1,1.0
COUNTRY_PHARMACY_ID,AI-0763,2,1.0
COUNTRY_PHARMACY_ID,AI-0763,3,1.0
COUNTRY_PHARMACY_ID,AI-0763,4,1.0
COUNTRY_PHARMACY_ID,AI-0763,5,1.0
COUNTRY_PHARMACY_ID,AI-0763,6,1.0
COUNTRY_PHARMACY_ID,AI-0763,7,1.0
COUNTRY_PHARMACY_ID,AI-0763,8,1.0
COUNTRY_PHARMACY_ID,AI-0763,9,1.0
COUNTRY_PHARMACY_ID,AI-0763,10,1.0
COUNTRY_PHARMACY_ID,AI-0763,11,1.0
COUNTRY_PHARMACY_ID,AI-0765,0,1.0
COUNTRY_PHARMACY_ID,AI-0766,0,1.0
COUNTRY_PHARMACY_ID,AI-0766,1,1.0
COUNTRY_PHARMACY_ID,AI-0766,2,1.0
COUNTRY_PHARMACY_ID,AI-0766,3,1.0
COUNTRY_PHARMACY_ID,AI-0771,0,1.0
COUNTRY_PHARMACY_ID,AI-0771,1,1.0
COUNTRY_PHARMACY_ID,AI-0771,2,1.0
COUNTRY_PHARMACY_ID,AI-0771,3,1.0
COUNTRY_PHARMACY_ID,AI-0771,4,1.0
COUNTRY_PHARMACY_ID,AI-0771,5,1.0
COUNTRY_PHARMACY_ID,AI-0771,6,1.0
COUNTRY_PHARMACY_ID,AI-0771,7,1.0
COUNTRY_PHARMACY_ID,AI-0771,8,1.0
COUNTRY_PHARMACY_ID,AI-0771,9,1.0
COUNTRY_PHARMACY_ID,AI-0771,10,1.0
COUNTRY_PHARMACY_ID,AI-0771,11,1.0
COUNTRY_PHARMACY_ID,AI-0772,0,1.0
COUNTRY_PHARMACY_ID,AI-0772,1,1.0
COUNTRY_PHARMACY_ID,AI-0772,2,1.0
COUNTRY_PHARMACY_ID,AI-0772,3,1.0
COUNTRY_PHARMACY_ID,AI-0772,4,1.0
COUNTRY_PHARMACY_ID,AI-0772,5,1.0
COUNTRY_PHARMACY_ID,AI-0772,6,1.0
COUNTRY_PHARMACY_ID,AI-0772,7,1.0
COUNTRY_PHARMACY_ID,AI-0772,8,1.0
COUNTRY_PHARMACY_ID,AI-0772,9,1.0
COUNTRY_PHARMACY_ID,AI-0772,10,1.0
COUNTRY_PHARMACY_ID,AI-0772,11,1.0
COUNTRY_PHARMACY_ID,AI-0777,0,1.0
COUNTRY_PHARMACY_ID,AI-0777,1,1.0
COUNTRY_PHARMACY_ID,AI-0777,2,1.0
COUNTRY_PHARMACY_ID,AI-0777,3,1.0
COUNTRY_PHARMACY_ID,AI-0777,4,1.0
COUNTRY_PHARMACY_ID,AI-0777,5,1.0
COUNTRY_PHARMACY_ID,AI-0777,6,1.0
COUNTRY_PHARMACY_ID,AI-0777,7,1.0
COUNTRY_PHARMACY_ID,AI-0777,8,1.0
COUNTRY_PHARMACY_ID,AI-0777,9,1.0
COUNTRY_PHARMACY_ID,AI-0777,10,1.0
COUNTRY_PHARMACY_ID,AI-0777,11,1.0
COUNTRY_PHARMACY_ID,AI-0781,0,1.0
COUNTRY_PHARMACY_ID,AI-0781,1,1.0
COUNTRY_PHARMACY_ID,AI-0781,2,1.0
COUNTRY_PHARMACY_ID,AI-0781,3,1.0
COUNTRY_PHARMACY_ID,AI-0781,4,1.0
COUNTRY_PHARMACY_ID,AI-0781,5,1.0
COUNTRY_PHARMACY_ID,AI-0781,6,1.0
COUNTRY_PHARMACY_ID,AI-0781,7,1.0
COUNTRY_PHARMACY_ID,AI-0781,8,1.0
COUNTRY_PHARMACY_ID,AI-0781,9,1.0
COUNTRY_PHARMACY_ID,AI-0781,10,1.0
COUNTRY_PHARMACY_ID,AI-0781,11,1.0
COUNTRY_PHARMACY_ID,AI-0782,0,1.0
COUNTRY_PHARMACY_ID,AI-0782,1,1.0
COUNTRY_PHARMACY_ID,AI-0782,2,1.0
COUNTRY_PHARMACY_ID,AI-0782,3,1.0
COUNTRY_PHARMACY_ID,AI-0782,4,1.0
COUNTRY_PHARMACY_ID,AI-0782,5,1.0
COUNTRY_PHARMACY_ID,AI-0782,6,1.0
COUNTRY_PHARMACY_ID,AI-0782,7,1.0
COUNTRY_PHARMACY_ID,AI-0782,8,1.0
COUNTRY_PHARMACY_ID,AI-0782,9,1.0
COUNTRY_PHARMACY_ID,AI-0782,10,1.0
COUNTRY_PHARMACY_ID,AI-0782,11,1.0
COUNTRY_PHARMACY_ID,AI-0784,0,1.0
COUNTRY_PHARMACY_ID,AI-0784,1,1.0
COUNTRY_PHARMACY_ID,AI-0784,2,1.0
COUNTRY_PHARMACY_ID,AI-0784,3,1.0
COUNTRY_PHARMACY_ID,AI-0784,4,1.0
COUNTRY_PHARMACY_ID,AI-0784,5,1.0
COUNTRY_PHARMACY_ID,AI-0784,6,1.0
COUNTRY_PHARMACY_ID,AI-0784,7,1.0
COUNTRY_PHARMACY_ID,AI-0784,8,1.0
COUNTRY_PHARMACY_ID,AI-0784,9,1.0
COUNTRY_PHARMACY_ID,AI-0784,10,1.0
COUNTRY_PHARMACY_ID,AI-0789,0,1.0
COUNTRY_PHARMACY_ID,AI-0789,1,1.0
COUNTRY_PHARMACY_ID,AI-0789,2,1.0
COUNTRY_PHARMACY_ID,AI-0789,3,1.0
COUNTRY_PHARMACY_ID,AI-0789,4,1.0
COUNTRY_PHARMACY_ID,AI-0789,5,1.0
COUNTRY_PHARMACY_ID,AI-0789,6,1.0
COUNTRY_PHARMACY_ID,AI-0789,7,1.0
COUNTRY_PHARMACY_ID,AI-0789,8,1.0
COUNTRY_PHARMACY_ID,AI-0789,9,1.0
COUNTRY_PHARMACY_ID,AI-0789,10,1.0
