country,brand_name,month,months_postgx,volume
COUNTRY_PHARMACY_ID,AI-0720,Dec,9,57.0
COUNTRY_PHARMACY_ID,AI-0721,Jan,0,217.0
COUNTRY_PHARMACY_ID,AI-0721,Feb,1,194.0
COUNTRY_PHARMACY_ID,AI-0721,Mar,2,33.0
COUNTRY_PHARMACY_ID,AI-0721,Apr,3,91.0
COUNTRY_PHARMACY_ID,AI-0721,May,4,99.0
COUNTRY_PHARMACY_ID,AI-0721,Jun,5,30.0
COUNTRY_PHARMACY_ID,AI-0721,Jul,6,16.0
COUNTRY_PHARMACY_ID,AI-0721,Aug,7,119.0
COUNTRY_PHARMACY_ID,AI-0721,Sep,8,15.0
COUNTRY_PHARMACY_ID,AI-0721,Oct,9,11.0
COUNTRY_PHARMACY_ID,AI-0722,Feb,0,80.0
COUNTRY_PHARMACY_ID,AI-0722,Mar,1,162.0
COUNTRY_PHARMACY_ID,AI-0722,Apr,2,236.0
COUNTRY_PHARMACY_ID,AI-0722,May,3,267.0
COUNTRY_PHARMACY_ID,AI-0722,Jun,4,280.0
COUNTRY_PHARMACY_ID,AI-0722,Jul,5,340.0
COUNTRY_PHARMACY_ID,AI-0722,Aug,6,313.0
COUNTRY_PHARMACY_ID,AI-0722,Sep,7,325.0
COUNTRY_PHARMACY_ID,AI-0722,Oct,8,241.0
COUNTRY_PHARMACY_ID,AI-0722,Nov,9,255.0
COUNTRY_PHARMACY_ID,AI-0722,Dec,10,331.0
COUNTRY_PHARMACY_ID,AI-0725,Jan,0,30.0
COUNTRY_PHARMACY_ID,AI-0725,Feb,1,37.0
COUNTRY_PHARMACY_ID,AI-0725,Mar,2,7.0
COUNTRY_PHARMACY_ID,AI-0725,Apr,3,37.0
COUNTRY_PHARMACY_ID,AI-0725,May,4,66.0
COUNTRY_PHARMACY_ID,AI-0725,Jun,5,40.0
COUNTRY_PHARMACY_ID,AI-0725,Jul,6,64.0
COUNTRY_PHARMACY_ID,AI-0725,Aug,7,114.0
COUNTRY_PHARMACY_ID,AI-0725,Sep,8,63.0
COUNTRY_PHARMACY_ID,AI-0725,Oct,9,33.0
COUNTRY_PHARMACY_ID,AI-0725,Nov,10,16.0
COUNTRY_PHARMACY_ID,AI-0725,Dec,11,109.0
COUNTRY_PHARMACY_ID,AI-0726,Jan,0,41.0
COUNTRY_PHARMACY_ID,AI-0726,Feb,1,5.0
COUNTRY_PHARMACY_ID,AI-0726,Mar,2,30.0
COUNTRY_PHARMACY_ID,AI-0726,May,3,13.0
COUNTRY_PHARMACY_ID,AI-0726,Jun,4,128.0
COUNTRY_PHARMACY_ID,AI-0726,Jul,5,105.0
COUNTRY_PHARMACY_ID,AI-0726,Aug,6,155.0
COUNTRY_PHARMACY_ID,AI-0726,Sep,7,135.0
COUNTRY_PHARMACY_ID,AI-0726,Oct,8,60.0
COUNTRY_PHARMACY_ID,AI-0726,Nov,9,204.0
COUNTRY_PHARMACY_ID,AI-0726,Dec,10,410.0
COUNTRY_PHARMACY_ID,AI-0727,Jan,0,48.0
COUNTRY_PHARMACY_ID,AI-0727,Feb,1,20.0
COUNTRY_PHARMACY_ID,AI-0727,Mar,2,103.0
COUNTRY_PHARMACY_ID,AI-0727,Apr,3,112.0
COUNTRY_PHARMACY_ID,AI-0727,May,4,120.0
COUNTRY_PHARMACY_ID,AI-0727,Jun,5,171.0
COUNTRY_PHARMACY_ID,AI-0727,Jul,6,170.0
COUNTRY_PHARMACY_ID,AI-0727,Aug,7,110.0
COUNTRY_PHARMACY_ID,AI-0727,Sep,8,151.0
COUNTRY_PHARMACY_ID,AI-0727,Oct,9,98.0
COUNTRY_PHARMACY_ID,AI-0727,Nov,10,183.0
COUNTRY_PHARMACY_ID,AI-0727,Dec,11,115.0
COUNTRY_PHARMACY_ID,AI-0737,Jan,0,96.0
COUNTRY_PHARMACY_ID,AI-0737,Feb,1,49.0
COUNTRY_PHARMACY_ID,AI-0737,Mar,2,142.0
COUNTRY_PHARMACY_ID,AI-0737,Apr,3,204.0
COUNTRY_PHARMACY_ID,AI-0737,May,4,233.0
COUNTRY_PHARMACY_ID,AI-0737,Jun,5,111.0
COUNTRY_PHARMACY_ID,AI-0737,Aug,6,23.0
COUNTRY_PHARMACY_ID,AI-0737,Sep,7,6.0
COUNTRY_PHARMACY_ID,AI-0737,Oct,8,147.0
COUNTRY_PHARMACY_ID,AI-0737,Nov,9,100.0
COUNTRY_PHARMACY_ID,AI-0737,Dec,10,122.0
COUNTRY_PHARMACY_ID,AI-0738,Feb,0,14.0
COUNTRY_PHARMACY_ID,AI-0738,Mar,1,38.0
COUNTRY_PHARMACY_ID,AI-0738,Apr,2,53.0
COUNTRY_PHARMACY_ID,AI-0738,May,3,23.0
COUNTRY_PHARMACY_ID,AI-0738,Jun,4,18.0
COUNTRY_PHARMACY_ID,AI-0738,Jul,5,24.0
COUNTRY_PHARMACY_ID,AI-0738,Aug,6,23.0
COUNTRY_PHARMACY_ID,AI-0738,Sep,7,16.0
COUNTRY_PHARMACY_ID,AI-0738,Oct,8,28.0
COUNTRY_PHARMACY_ID,AI-0738,Nov,9,11.0
COUNTRY_PHARMACY_ID,AI-0738,Dec,10,52.0
COUNTRY_PHARMACY_ID,AI-0739,Feb,0,104.0
COUNTRY_PHARMACY_ID,AI-0739,Mar,1,160.0
COUNTRY_PHARMACY_ID,AI-0739,Apr,2,166.0
COUNTRY_PHARMACY_ID,AI-0739,May,3,165.0
COUNTRY_PHARMACY_ID,AI-0739,Jun,4,515.0
COUNTRY_PHARMACY_ID,AI-0739,Jul,5,431.0
COUNTRY_PHARMACY_ID,AI-0739,Aug,6,353.0
COUNTRY_PHARMACY_ID,AI-0739,Sep,7,414.0
COUNTRY_PHARMACY_ID,AI-0739,Oct,8,374.0
COUNTRY_PHARMACY_ID,AI-0739,Nov,9,394.0
COUNTRY_PHARMACY_ID,AI-0739,Dec,10,624.0
COUNTRY_PHARMACY_ID,AI-0740,Jan,0,129.0
COUNTRY_PHARMACY_ID,AI-0740,Feb,1,139.0
COUNTRY_PHARMACY_ID,AI-0740,Mar,2,95.0
COUNTRY_PHARMACY_ID,AI-0740,Apr,3,222.0
COUNTRY_PHARMACY_ID,AI-0740,May,4,291.0
COUNTRY_PHARMACY_ID,AI-0740,Jun,5,146.0
COUNTRY_PHARMACY_ID,AI-0740,Jul,6,287.0
COUNTRY_PHARMACY_ID,AI-0740,Aug,7,458.0
COUNTRY_PHARMACY_ID,AI-0740,Sep,8,194.0
COUNTRY_PHARMACY_ID,AI-0740,Oct,9,276.0
COUNTRY_PHARMACY_ID,AI-0740,Nov,10,279.0
COUNTRY_PHARMACY_ID,AI-0740,Dec,11,288.0
COUNTRY_PHARMACY_ID,AI-0742,Jan,0,42.0
COUNTRY_PHARMACY_ID,AI-0742,Feb,1,25.0
COUNTRY_PHARMACY_ID,AI-0742,Mar,2,12.0
COUNTRY_PHARMACY_ID,AI-0742,Apr,3,1.0
COUNTRY_PHARMACY_ID,AI-0742,May,4,12.0
COUNTRY_PHARMACY_ID,AI-0742,Jun,5,12.0
COUNTRY_PHARMACY_ID,AI-0742,Jul,6,174.0
COUNTRY_PHARMACY_ID,AI-0742,Aug,7,9.0
COUNTRY_PHARMACY_ID,AI-0742,Sep,8,10.0
COUNTRY_PHARMACY_ID,AI-0742,Oct,9,3.0
COUNTRY_PHARMACY_ID,AI-0742,Nov,10,9.0
COUNTRY_PHARMACY_ID,AI-0742,Dec,11,17.0
COUNTRY_PHARMACY_ID,AI-0744,Jan,0,152.0
COUNTRY_PHARMACY_ID,AI-0744,Feb,1,119.0
COUNTRY_PHARMACY_ID,AI-0744,Mar,2,238.0
COUNTRY_PHARMACY_ID,AI-0744,Apr,3,297.0
COUNTRY_PHARMACY_ID,AI-0744,May,4,330.0
COUNTRY_PHARMACY_ID,AI-0744,Jun,5,400.0
COUNTRY_PHARMACY_ID,AI-0744,Jul,6,395.0
COUNTRY_PHARMACY_ID,AI-0744,Aug,7,326.0
COUNTRY_PHARMACY_ID,AI-0744,Sep,8,357.0
COUNTRY_PHARMACY_ID,AI-0744,Oct,9,347.0
COUNTRY_PHARMACY_ID,AI-0744,Nov,10,298.0
COUNTRY_PHARMACY_ID,AI-0744,Dec,11,321.0
COUNTRY_PHARMACY_ID,AI-0746,Jan,0,2.0
COUNTRY_PHARMACY_ID,AI-0746,Feb,1,3.0
COUNTRY_PHARMACY_ID,AI-0746,Mar,2,4.0
COUNTRY_PHARMACY_ID,AI-0746,Apr,3,1.0
COUNTRY_PHARMACY_ID,AI-0746,Jun,4,2.0
COUNTRY_PHARMACY_ID,AI-0746,Aug,5,4.0
COUNTRY_PHARMACY_ID,AI-0746,Sep,6,1.0
COUNTRY_PHARMACY_ID,AI-0746,Oct,7,3.0
COUNTRY_PHARMACY_ID,AI-0746,Nov,8,1.0
COUNTRY_PHARMACY_ID,AI-0746,Dec,9,1.0
COUNTRY_PHARMACY_ID,AI-0748,Mar,0,4.0
COUNTRY_PHARMACY_ID,AI-0748,Apr,1,14.0
COUNTRY_PHARMACY_ID,AI-0748,May,2,4.0
COUNTRY_PHARMACY_ID,AI-0748,Jul,3,7.0
COUNTRY_PHARMACY_ID,AI-0748,Aug,4,19.0
COUNTRY_PHARMACY_ID,AI-0748,Sep,5,3.0
COUNTRY_PHARMACY_ID,AI-0748,Oct,6,9.0
COUNTRY_PHARMACY_ID,AI-0748,Nov,7,4.0
COUNTRY_PHARMACY_ID,AI-0748,Dec,8,8.0
COUNTRY_PHARMACY_ID,AI-0758,Jan,0,1.0
COUNTRY_PHARMACY_ID,AI-0758,Feb,1,5.0
COUNTRY_PHARMACY_ID,AI-0758,Mar,2,4.0
COUNTRY_PHARMACY_ID,AI-0758,Apr,3,8.0
COUNTRY_PHARMACY_ID,AI-0758,May,4,7.0
COUNTRY_PHARMACY_ID,AI-0758,Jun,5,9.0
COUNTRY_PHARMACY_ID,AI-0758,Jul,6,6.0
COUNTRY_PHARMACY_ID,AI-0758,Aug,7,4.0
COUNTRY_PHARMACY_ID,AI-0758,Sep,8,8.0
COUNTRY_PHARMACY_ID,AI-0758,Oct,9,8.0
COUNTRY_PHARMACY_ID,AI-0758,Nov,10,5.0
COUNTRY_PHARMACY_ID,AI-0758,Dec,11,5.0
COUNTRY_PHARMACY_ID,AI-0760,Jan,0,12.0
COUNTRY_PHARMACY_ID,AI-0760,Feb,1,322.0
COUNTRY_PHARMACY_ID,AI-0760,Mar,2,59.0
COUNTRY_PHARMACY_ID,AI-0760,Apr,3,54.0
COUNTRY_PHARMACY_ID,AI-0760,May,4,69.0
COUNTRY_PHARMACY_ID,AI-0760,Jun,5,95.0
COUNTRY_PHARMACY_ID,AI-0760,Jul,6,35.0
COUNTRY_PHARMACY_ID,AI-0760,Aug,7,44.0
COUNTRY_PHARMACY_ID,AI-0760,Sep,8,88.0
COUNTRY_PHARMACY_ID,AI-0760,Oct,9,42.0
COUNTRY_PHARMACY_ID,AI-0760,Nov,10,4.0
COUNTRY_PHARMACY_ID,AI-0760,Dec,11,14.0
COUNTRY_PHARMACY_ID,AI-0763,Jan,0,387.0
COUNTRY_PHARMACY_ID,AI-0763,Feb,1,596.0
COUNTRY_PHARMACY_ID,AI-0763,Mar,2,377.0
COUNTRY_PHARMACY_ID,AI-0763,Apr,3,475.0
COUNTRY_PHARMACY_ID,AI-0763,May,4,860.0
COUNTRY_PHARMACY_ID,AI-0763,Jun,5,805.0
COUNTRY_PHARMACY_ID,AI-0763,Jul,6,692.0
COUNTRY_PHARMACY_ID,AI-0763,Aug,7,1345.0
COUNTRY_PHARMACY_ID,AI-0763,Sep,8,979.0
COUNTRY_PHARMACY_ID,AI-0763,Oct,9,597.0
COUNTRY_PHARMACY_ID,AI-0763,Nov,10,680.0
COUNTRY_PHARMACY_ID,AI-0763,Dec,11,1056.0
COUNTRY_PHARMACY_ID,AI-0765,Mar,0,44.0
COUNTRY_PHARMACY_ID,AI-0766,Mar,0,7.0
COUNTRY_PHARMACY_ID,AI-0766,Jun,1,2.0
COUNTRY_PHARMACY_ID,AI-0766,Jul,2,4.0
COUNTRY_PHARMACY_ID,AI-0766,Sep,3,6.0
COUNTRY_PHARMACY_ID,AI-0771,Jan,0,2549.0
COUNTRY_PHARMACY_ID,AI-0771,Feb,1,4677.0
COUNTRY_PHARMACY_ID,AI-0771,Mar,2,6002.0
COUNTRY_PHARMACY_ID,AI-0771,Apr,3,8821.0
COUNTRY_PHARMACY_ID,AI-0771,May,4,6491.0
COUNTRY_PHARMACY_ID,AI-0771,Jun,5,8377.0
COUNTRY_PHARMACY_ID,AI-0771,Jul,6,8386.0
COUNTRY_PHARMACY_ID,AI-0771,Aug,7,9702.0
COUNTRY_PHARMACY_ID,AI-0771,Sep,8,10443.0
COUNTRY_PHARMACY_ID,AI-0771,Oct,9,10924.0
COUNTRY_PHARMACY_ID,AI-0771,Nov,10,11620.0
COUNTRY_PHARMACY_ID,AI-0771,Dec,11,12064.0
COUNTRY_PHARMACY_ID,AI-0772,Jan,0,33.0
COUNTRY_PHARMACY_ID,AI-0772,Feb,1,47.0
COUNTRY_PHARMACY_ID,AI-0772,Mar,2,47.0
COUNTRY_PHARMACY_ID,AI-0772,Apr,3,46.0
COUNTRY_PHARMACY_ID,AI-0772,May,4,39.0
COUNTRY_PHARMACY_ID,AI-0772,Jun,5,48.0
COUNTRY_PHARMACY_ID,AI-0772,Jul,6,33.0
COUNTRY_PHARMACY_ID,AI-0772,Aug,7,47.0
COUNTRY_PHARMACY_ID,AI-0772,Sep,8,58.0
COUNTRY_PHARMACY_ID,AI-0772,Oct,9,79.0
COUNTRY_PHARMACY_ID,AI-0772,Nov,10,59.0
COUNTRY_PHARMACY_ID,AI-0772,Dec,11,59.0
COUNTRY_PHARMACY_ID,AI-0777,Jan,0,45.0
COUNTRY_PHARMACY_ID,AI-0777,Feb,1,79.0
COUNTRY_PHARMACY_ID,AI-0777,Mar,2,81.0
COUNTRY_PHARMACY_ID,AI-0777,Apr,3,82.0
COUNTRY_PHARMACY_ID,AI-0777,May,4,76.0
COUNTRY_PHARMACY_ID,AI-0777,Jun,5,111.0
COUNTRY_PHARMACY_ID,AI-0777,Jul,6,108.0
COUNTRY_PHARMACY_ID,AI-0777,Aug,7,88.0
COUNTRY_PHARMACY_ID,AI-0777,Sep,8,111.0
COUNTRY_PHARMACY_ID,AI-0777,Oct,9,109.0
COUNTRY_PHARMACY_ID,AI-0777,Nov,10,117.0
COUNTRY_PHARMACY_ID,AI-0777,Dec,11,109.0
COUNTRY_PHARMACY_ID,AI-0781,Jan,0,86.0
COUNTRY_PHARMACY_ID,AI-0781,Feb,1,156.0
COUNTRY_PHARMACY_ID,AI-0781,Mar,2,180.0
COUNTRY_PHARMACY_ID,AI-0781,Apr,3,15.0
COUNTRY_PHARMACY_ID,AI-0781,May,4,45.0
COUNTRY_PHARMACY_ID,AI-0781,Jun,5,84.0
COUNTRY_PHARMACY_ID,AI-0781,Jul,6,65.0
COUNTRY_PHARMACY_ID,AI-0781,Aug,7,180.0
COUNTRY_PHARMACY_ID,AI-0781,Sep,8,75.0
COUNTRY_PHARMACY_ID,AI-0781,Oct,9,210.0
COUNTRY_PHARMACY_ID,AI-0781,Nov,10,330.0
COUNTRY_PHARMACY_ID,AI-0781,Dec,11,588.0
COUNTRY_PHARMACY_ID,AI-0782,Jan,0,119.0
COUNTRY_PHARMACY_ID,AI-0782,Feb,1,214.0
COUNTRY_PHARMACY_ID,AI-0782,Mar,2,370.0
COUNTRY_PHARMACY_ID,AI-0782,Apr,3,478.0
COUNTRY_PHARMACY_ID,AI-0782,May,4,442.0
COUNTRY_PHARMACY_ID,AI-0782,Jun,5,200.0
COUNTRY_PHARMACY_ID,AI-0782,Jul,6,90.0
COUNTRY_PHARMACY_ID,AI-0782,Aug,7,270.0
COUNTRY_PHARMACY_ID,AI-0782,Sep,8,160.0
COUNTRY_PHARMACY_ID,AI-0782,Oct,9,420.0
COUNTRY_PHARMACY_ID,AI-0782,Nov,10,270.0
COUNTRY_PHARMACY_ID,AI-0782,Dec,11,420.0
COUNTRY_PHARMACY_ID,AI-0784,Jan,0,2.0
COUNTRY_PHARMACY_ID,AI-0784,Feb,1,1.0
COUNTRY_PHARMACY_ID,AI-0784,Mar,2,1.0
COUNTRY_PHARMACY_ID,AI-0784,Apr,3,1.0
COUNTRY_PHARMACY_ID,AI-0784,Jun,4,17.0
COUNTRY_PHARMACY_ID,AI-0784,Jul,5,4.0
COUNTRY_PHARMACY_ID,AI-0784,Aug,6,8.0
COUNTRY_PHARMACY_ID,AI-0784,Sep,7,11.0
COUNTRY_PHARMACY_ID,AI-0784,Oct,8,5.0
COUNTRY_PHARMACY_ID,AI-0784,Nov,9,2.0
COUNTRY_PHARMACY_ID,AI-0784,Dec,10,1.0
COUNTRY_PHARMACY_ID,AI-0789,Jan,0,18.0
COUNTRY_PHARMACY_ID,AI-0789,Feb,1,44.0
COUNTRY_PHARMACY_ID,AI-0789,Mar,2,33.0
COUNTRY_PHARMACY_ID,AI-0789,Apr,3,68.0
COUNTRY_PHARMACY_ID,AI-0789,May,4,41.0
COUNTRY_PHARMACY_ID,AI-0789,Jun,5,67.0
COUNTRY_PHARMACY_ID,AI-0789,Jul,6,75.0
COUNTRY_PHARMACY_ID,AI-0789,Aug,7,66.0
COUNTRY_PHARMACY_ID,AI-0789,Sep,8,64.0
COUNTRY_PHARMACY_ID,AI-0789,Oct,9,66.0
COUNTRY_PHARMACY_ID,AI-0789,Nov,10,55.0
COUNTRY_PHARMACY_ID,AI-0789,Dec,11,66.0
COUNTRY_PHARMACY_ID,AI-0791,Jan,0,206.0
COUNTRY_PHARMACY_ID,AI-0791,Feb,1,460.0
COUNTRY_PHARMACY_ID,AI-0791,Mar,2,452.0
COUNTRY_PHARMACY_ID,AI-0791,Apr,3,493.0
COUNTRY_PHARMACY_ID,AI-0791,May,4,461.0
COUNTRY_PHARMACY_ID,AI-0791,Jun,5,457.0
COUNTRY_PHARMACY_ID,AI-0791,Jul,6,606.0
COUNTRY_PHARMACY_ID,AI-0791,Aug,7,541.0
COUNTRY_PHARMACY_ID,AI-0791,Sep,8,638.0
COUNTRY_PHARMACY_ID,AI-0791,Oct,9,1006.0
COUNTRY_PHARMACY_ID,AI-0791,Nov,10,671.0
COUNTRY_PHARMACY_ID,AI-0791,Dec,11,671.0
COUNTRY_PHARMACY_ID,AI-0792,Jan,0,4.0
COUNTRY_PHARMACY_ID,AI-0792,Feb,1,10.0
COUNTRY_PHARMACY_ID,AI-0792,Mar,2,20.0
COUNTRY_PHARMACY_ID,AI-0792,Apr,3,24.0
COUNTRY_PHARMACY_ID,AI-0792,Jun,4,37.0
COUNTRY_PHARMACY_ID,AI-0792,Jul,5,16.0
COUNTRY_PHARMACY_ID,AI-0792,Sep,6,19.0
COUNTRY_PHARMACY_ID,AI-0792,Oct,7,15.0
COUNTRY_PHARMACY_ID,AI-0792,Dec,8,15.0
COUNTRY_PHARMACY_ID,AI-0793,May,0,4.0
COUNTRY_PHARMACY_ID,AI-0803,Jan,0,21.0
COUNTRY_PHARMACY_ID,AI-0803,Feb,1,518.0
COUNTRY_PHARMACY_ID,AI-0803,Mar,2,102.0
COUNTRY_PHARMACY_ID,AI-0803,Apr,3,147.0
COUNTRY_PHARMACY_ID,AI-0803,May,4,607.0
COUNTRY_PHARMACY_ID,AI-0803,Jun,5,219.0
COUNTRY_PHARMACY_ID,AI-0803,Jul,6,344.0
COUNTRY_PHARMACY_ID,AI-0803,Aug,7,310.0
COUNTRY_PHARMACY_ID,AI-0803,Sep,8,216.0
COUNTRY_PHARMACY_ID,AI-0803,Oct,9,137.0
COUNTRY_PHARMACY_ID,AI-0803,Nov,10,56.0
COUNTRY_PHARMACY_ID,AI-0803,Dec,11,460.0
COUNTRY_PHARMACY_ID,AI-0806,Jan,0,346.0
COUNTRY_PHARMACY_ID,AI-0806,Feb,1,722.0
COUNTRY_PHARMACY_ID,AI-0806,Mar,2,1007.0
COUNTRY_PHARMACY_ID,AI-0806,Apr,3,1086.0
COUNTRY_PHARMACY_ID,AI-0806,May,4,978.0
COUNTRY_PHARMACY_ID,AI-0806,Jun,5,1305.0
COUNTRY_PHARMACY_ID,AI-0806,Jul,6,944.5
COUNTRY_PHARMACY_ID,AI-0806,Aug,7,942.0
COUNTRY_PHARMACY_ID,AI-0806,Sep,8,1368.0
COUNTRY_PHARMACY_ID,AI-0806,Oct,9,1635.0
COUNTRY_PHARMACY_ID,AI-0806,Nov,10,1458.0
COUNTRY_PHARMACY_ID,AI-0806,Dec,11,1642.5
COUNTRY_PHARMACY_ID,AI-0811,Jan,0,8.0
COUNTRY_PHARMACY_ID,AI-0811,Feb,1,6.0
COUNTRY_PHARMACY_ID,AI-0811,Mar,2,19.0
COUNTRY_PHARMACY_ID,AI-0811,Apr,3,41.0
COUNTRY_PHARMACY_ID,AI-0811,May,4,35.0
COUNTRY_PHARMACY_ID,AI-0811,Jun,5,9.0
COUNTRY_PHARMACY_ID,AI-0811,Jul,6,19.0
COUNTRY_PHARMACY_ID,AI-0811,Aug,7,10.0
COUNTRY_PHARMACY_ID,AI-0811,Sep,8,4.0
COUNTRY_PHARMACY_ID,AI-0811,Nov,9,9.0
COUNTRY_PHARMACY_ID,AI-0811,Dec,10,17.0
COUNTRY_PHARMACY_ID,AI-0812,Jan,0,18.0
COUNTRY_PHARMACY_ID,AI-0812,Feb,1,43.0
COUNTRY_PHARMACY_ID,AI-0812,Mar,2,44.0
COUNTRY_PHARMACY_ID,AI-0812,Apr,3,135.0
COUNTRY_PHARMACY_ID,AI-0812,May,4,80.0
COUNTRY_PHARMACY_ID,AI-0812,Jun,5,107.0
COUNTRY_PHARMACY_ID,AI-0812,Jul,6,80.0
COUNTRY_PHARMACY_ID,AI-0812,Aug,7,58.0
COUNTRY_PHARMACY_ID,AI-0812,Sep,8,100.0
COUNTRY_PHARMACY_ID,AI-0812,Oct,9,68.0
COUNTRY_PHARMACY_ID,AI-0812,Nov,10,78.0
COUNTRY_PHARMACY_ID,AI-0812,Dec,11,104.0
COUNTRY_PHARMACY_ID,AI-0818,Apr,0,20.0
COUNTRY_PHARMACY_ID,AI-0818,Jun,1,8.0
COUNTRY_PHARMACY_ID,AI-0818,Aug,2,28.0
COUNTRY_PHARMACY_ID,AI-0818,Sep,3,16.0
COUNTRY_PHARMACY_ID,AI-0818,Oct,4,24.0
COUNTRY_PHARMACY_ID,AI-0818,Nov,5,24.0
COUNTRY_PHARMACY_ID,AI-0818,Dec,6,10.0
COUNTRY_PHARMACY_ID,AI-0820,Jul,0,6.0
COUNTRY_PHARMACY_ID,AI-0820,Aug,1,1.0
COUNTRY_PHARMACY_ID,AI-0820,Sep,2,4.0
COUNTRY_PHARMACY_ID,AI-0821,Aug,0,1.0
COUNTRY_PHARMACY_ID,AI-0821,Sep,1,3.0
COUNTRY_PHARMACY_ID,AI-0822,Jan,0,7.0
COUNTRY_PHARMACY_ID,AI-0822,Feb,1,75.0
COUNTRY_PHARMACY_ID,AI-0822,Apr,2,456.0
COUNTRY_PHARMACY_ID,AI-0822,May,3,687.0
COUNTRY_PHARMACY_ID,AI-0822,Jun,4,1130.0
COUNTRY_PHARMACY_ID,AI-0822,Jul,5,879.0
COUNTRY_PHARMACY_ID,AI-0822,Aug,6,1222.0
COUNTRY_PHARMACY_ID,AI-0822,Sep,7,510.0
COUNTRY_PHARMACY_ID,AI-0822,Oct,8,829.0
COUNTRY_PHARMACY_ID,AI-0822,Nov,9,1004.0
COUNTRY_PHARMACY_ID,AI-0822,Dec,10,773.0
COUNTRY_PHARMACY_ID,AI-0825,Jan,0,68.0
COUNTRY_PHARMACY_ID,AI-0825,Feb,1,242.0
COUNTRY_PHARMACY_ID,AI-0825,Mar,2,506.0
COUNTRY_PHARMACY_ID,AI-0825,Apr,3,7.0
COUNTRY_PHARMACY_ID,AI-0825,May,4,30.0
COUNTRY_PHARMACY_ID,AI-0825,Jun,5,60.0
COUNTRY_PHARMACY_ID,AI-0825,Sep,6,30.0
COUNTRY_PHARMACY_ID,AI-0826,Jan,0,32.0
COUNTRY_PHARMACY_ID,AI-0826,Feb,1,61.0
COUNTRY_PHARMACY_ID,AI-0826,Mar,2,249.0
COUNTRY_PHARMACY_ID,AI-0826,Apr,3,369.0
COUNTRY_PHARMACY_ID,AI-0826,May,4,399.0
COUNTRY_PHARMACY_ID,AI-0826,Jun,5,34.0
COUNTRY_PHARMACY_ID,AI-0826,Aug,6,30.0
COUNTRY_PHARMACY_ID,AI-0826,Sep,7,75.0
COUNTRY_PHARMACY_ID,AI-0826,Oct,8,15.0
COUNTRY_PHARMACY_ID,AI-0832,Jan,0,138.0
COUNTRY_PHARMACY_ID,AI-0832,Feb,1,840.0
COUNTRY_PHARMACY_ID,AI-0832,Mar,2,514.0
COUNTRY_PHARMACY_ID,AI-0836,Jan,0,1492.0
COUNTRY_PHARMACY_ID,AI-0836,Feb,1,2034.0
COUNTRY_PHARMACY_ID,AI-0836,Mar,2,1684.0
COUNTRY_PHARMACY_ID,AI-0836,Apr,3,4091.0
COUNTRY_PHARMACY_ID,AI-0836,May,4,1672.0
COUNTRY_PHARMACY_ID,AI-0836,Jun,5,3141.0
COUNTRY_PHARMACY_ID,AI-0836,Jul,6,2200.0
COUNTRY_PHARMACY_ID,AI-0836,Aug,7,2696.0
COUNTRY_PHARMACY_ID,AI-0836,Sep,8,2664.0
COUNTRY_PHARMACY_ID,AI-0836,Oct,9,3023.0
COUNTRY_PHARMACY_ID,AI-0836,Nov,10,3558.0
COUNTRY_PHARMACY_ID,AI-0836,Dec,11,3609.0
COUNTRY_PHARMACY_ID,AI-0837,Jan,0,496.0
COUNTRY_PHARMACY_ID,AI-0837,Feb,1,727.0
COUNTRY_PHARMACY_ID,AI-0837,Mar,2,812.0
COUNTRY_PHARMACY_ID,AI-0837,Apr,3,1541.0
COUNTRY_PHARMACY_ID,AI-0837,May,4,1868.0
COUNTRY_PHARMACY_ID,AI-0837,Jun,5,1884.0
COUNTRY_PHARMACY_ID,AI-0837,Jul,6,1550.0
COUNTRY_PHARMACY_ID,AI-0837,Aug,7,1351.0
COUNTRY_PHARMACY_ID,AI-0837,Sep,8,1706.0
COUNTRY_PHARMACY_ID,AI-0837,Oct,9,1099.0
COUNTRY_PHARMACY_ID,AI-0837,Nov,10,921.0
COUNTRY_PHARMACY_ID,AI-0837,Dec,11,955.0
COUNTRY_PHARMACY_ID,AI-0838,Feb,0,3.0
COUNTRY_PHARMACY_ID,AI-0838,Apr,1,2.0
COUNTRY_PHARMACY_ID,AI-0838,Jul,2,9.0
COUNTRY_PHARMACY_ID,AI-0838,Sep,3,3.0
COUNTRY_PHARMACY_ID,AI-0838,Dec,4,2.0
COUNTRY_PHARMACY_ID,AI-0845,Jan,0,6.0
COUNTRY_PHARMACY_ID,AI-0845,Feb,1,11.0
COUNTRY_PHARMACY_ID,AI-0845,Mar,2,11.0
COUNTRY_PHARMACY_ID,AI-0845,Apr,3,30.0
COUNTRY_PHARMACY_ID,AI-0845,May,4,6.0
COUNTRY_PHARMACY_ID,AI-0845,Jun,5,35.0
COUNTRY_PHARMACY_ID,AI-0845,Jul,6,14.0
COUNTRY_PHARMACY_ID,AI-0845,Aug,7,30.0
COUNTRY_PHARMACY_ID,AI-0845,Sep,8,29.0
COUNTRY_PHARMACY_ID,AI-0845,Oct,9,17.0
COUNTRY_PHARMACY_ID,AI-0845,Nov,10,9.0
COUNTRY_PHARMACY_ID,AI-0845,Dec,11,5.0
COUNTRY_PHARMACY_ID,AI-0847,Jan,0,42.0
COUNTRY_PHARMACY_ID,AI-0847,Feb,1,30.0
COUNTRY_PHARMACY_ID,AI-0851,Jan,0,15.0
